player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Deshaun Watson,11767,QB,CLV,7,27.7,0,8,63.1,,60.0,0,0,0,0.0,0.0,,2,0,0,115,0,0,0,415,0,290,0,0,115,0
Sidy Sow,59675,G,NE,4,100.0,0,19,25.9,0.0,43.1,2,6,73,100.0,100.0,93.2,1,9,1,114,0,72,0,114,78,78,41,0,36,0
Durham Smythe,47257,TE,MIA,7,69.9,0,17,37.6,46.1,51.0,1,0,17,25.8,30.0,97.1,2,1,0,114,0,0,0,163,21,70,0,0,93,104
Wan'Dale Robinson,101735,WR,NYG,8,28.3,0,21,61.9,,56.8,0,0,0,0.0,0.0,,1,0,0,114,0,0,0,403,0,289,0,0,114,0
Kingsley Suamataia,146558,T,KC,4,100.0,0,16,41.2,42.3,43.7,2,2,62,100.0,100.0,93.5,3,6,2,114,0,0,112,114,68,68,0,0,46,2
Mack Hollins,11873,WR,BUF,8,37.2,0,4,49.1,62.4,39.2,0,0,1,0.6,0.5,100.0,1,0,0,113,0,0,0,304,1,192,0,0,112,33
Andrew Ogletree,138351,TE,IND,8,70.6,0,14,74.1,72.2,73.5,0,0,22,33.3,31.9,100.0,0,0,0,113,0,0,0,160,22,69,0,0,91,130
Adam Prentice,35639,FB,NO,8,80.7,0,20,52.2,67.4,53.3,0,0,20,43.5,42.6,95.0,0,1,1,113,0,0,0,140,20,47,0,0,93,18
Zach Ertz,7816,TE,WAS,8,31.5,0,32,60.5,59.0,31.4,0,0,8,3.4,3.6,100.0,3,0,0,112,0,0,0,356,9,253,0,1,103,128
Malik Nabers,146759,WR,NYG,6,30.6,0,21,80.8,,52.4,0,0,0,0.0,0.0,,2,0,0,112,0,0,0,366,0,251,0,0,112,4
Alec Anderson,81882,C,BUF,8,96.6,0,4,73.9,68.6,78.7,1,0,21,84.0,86.2,97.6,3,1,0,112,8,18,5,116,25,29,7,0,87,78
Mike Jerrell,183057,T,SEA,2,100.0,1,29,44.6,52.6,47.0,1,6,65,100.0,100.0,93.1,2,8,1,111,0,0,2,111,72,72,0,109,39,0
Jaxon Smith-Njigba,129758,WR,SEA,8,24.1,0,29,64.4,,29.3,0,0,0,0.0,0.0,,0,0,0,111,0,0,0,460,0,349,0,0,111,0
Chris Olave,84355,WR,NO,7,36.2,0,20,81.9,39.9,55.1,0,1,1,0.5,0.5,50.0,0,1,0,111,0,0,0,307,1,197,0,0,110,0
Elijah Higgins,98027,TE,ARZ,8,54.5,0,1,57.7,30.9,55.5,0,0,3,3.3,3.2,100.0,2,0,0,110,0,0,0,202,3,95,0,0,107,122
Brian Thomas Jr.,146760,WR,JAX,8,32.7,0,15,81.7,,51.4,0,0,0,0.0,0.0,,1,0,0,110,0,0,0,336,0,223,0,0,110,0
Storm Norton,12188,T,ATL,3,100.0,0,2,60.8,46.8,69.0,0,3,60,100.0,100.0,97.5,0,3,0,109,0,0,7,109,68,68,0,102,41,0
Johnny Mundt,12206,TE,MIN,7,40.5,2,18,51.3,60.0,47.6,0,0,8,5.2,5.3,100.0,3,0,0,109,0,0,0,269,9,169,0,0,100,156
Cody Ford,39805,T,CIN,6,98.2,0,7,41.7,25.5,51.6,1,4,47,95.9,96.0,92.6,0,6,1,109,0,0,66,111,48,50,0,20,61,25
Diontae Johnson,33441,WR,CAR,7,32.4,0,5,68.1,,59.3,0,0,0,0.0,0.0,,1,0,0,109,0,0,0,336,0,225,0,0,109,0
Xavier Legette,99197,WR,CAR,8,35.3,0,5,61.1,65.3,50.0,0,0,1,0.5,0.5,100.0,0,0,0,108,0,0,0,306,1,195,0,0,107,0
Jalen Tolbert,61637,WR,DAL,7,27.8,0,9,66.4,,42.6,0,0,0,0.0,0.0,,2,0,0,108,0,0,0,388,0,280,0,0,108,0
Ben Sinnott,122616,TE,WAS,8,66.3,0,32,54.8,79.5,64.1,0,0,10,16.7,15.4,100.0,2,0,0,108,0,0,0,163,10,65,0,1,98,98
Jakobi Meyers,47468,WR,LV,6,31.6,0,23,73.8,66.3,57.1,0,0,1,0.5,0.4,100.0,1,0,0,108,0,0,0,342,1,234,0,0,107,1
AJ Barner,129433,TE,SEA,8,56.3,0,29,70.1,55.8,64.6,0,0,11,12.8,14.3,100.0,3,0,0,108,0,0,0,192,14,98,0,0,94,118
Christian Kirk,47546,WR,JAX,8,31.8,0,15,67.9,,48.7,0,0,0,0.0,0.0,,0,0,0,107,0,0,0,337,0,230,0,0,107,1
Simi Fehoko,84424,WR,LAC,7,45.1,0,27,57.1,,44.3,0,0,0,0.0,0.0,,0,0,0,106,0,0,0,235,0,129,0,0,106,0
D.K. Metcalf,47864,WR,SEA,7,25.1,1,29,72.4,,46.2,0,0,0,0.0,0.0,,5,0,0,106,0,0,0,422,0,316,0,0,106,3
Anthony Richardson,124393,QB,IND,6,35.9,1,14,48.7,,60.0,0,0,0,0.0,0.0,,2,0,0,106,0,0,0,295,0,161,0,0,106,0
Blake Fisher,147479,T,HST,3,100.0,0,13,45.8,34.0,53.0,5,2,62,100.0,100.0,92.7,0,8,1,106,0,0,36,106,65,65,0,68,41,2
Deebo Samuel,48274,WR,SF,7,33.7,1,28,79.4,,48.7,0,0,0,0.0,0.0,,3,0,0,105,0,0,0,312,0,185,0,0,105,3
Calvin Austin III,61418,WR,PIT,8,38.2,0,25,65.5,,49.2,0,0,0,0.0,0.0,,0,0,0,105,0,0,0,275,0,170,0,0,105,0
Dontayvion Wicks,99711,WR,GB,8,41.3,0,12,61.1,,55.9,0,0,0,0.0,0.0,,1,0,0,105,0,0,0,254,0,149,0,0,105,6
Leroy Watson,98723,T,TEN,2,100.0,1,31,32.6,43.2,41.1,1,3,51,100.0,100.0,96.1,5,4,0,105,0,0,0,105,56,56,0,105,49,0
Christian Haynes,77339,G,SEA,7,100.0,0,29,48.0,53.3,50.1,0,3,67,100.0,100.0,96.3,2,4,1,104,0,0,0,104,76,76,104,0,28,0
CeeDee Lamb,61570,WR,DAL,7,26.3,0,9,75.4,67.1,53.6,0,0,0,0.0,0.4,,3,0,0,103,0,0,0,391,1,281,0,0,102,1
Jahan Dotson,84375,WR,PHI,7,35.7,0,24,52.9,,50.5,0,0,0,0.0,0.0,,0,0,0,102,0,0,0,286,0,184,0,0,102,0
Josh Whyle,54037,TE,TEN,7,54.3,0,31,67.7,74.3,54.8,0,0,13,13.5,13.3,100.0,1,0,0,101,0,0,0,186,13,98,0,2,88,130
Tyler Johnson,48054,WR,LA,7,45.3,0,26,63.7,73.5,50.2,0,0,4,3.3,3.2,100.0,0,0,0,101,0,0,0,223,4,126,0,0,97,8
Ja'Lynn Polk,123153,WR,NE,7,34.2,0,19,44.5,69.0,38.0,0,0,1,0.6,0.5,100.0,1,0,0,100,0,0,0,292,1,192,0,0,99,0
Ladd McConkey,124030,WR,LAC,7,33.6,0,27,75.7,,53.4,0,0,0,0.0,0.0,,1,0,0,99,0,0,0,295,0,196,0,0,99,4
Xavier Hutchinson,122518,WR,HST,8,46.9,0,13,57.3,,47.7,0,0,0,0.0,0.0,,0,0,0,99,0,0,0,211,0,112,0,0,99,0
Rashid Shaheed,63707,WR,NO,6,34.3,0,20,69.7,,54.8,0,0,0,0.0,0.0,,2,0,0,98,0,0,0,286,0,182,0,0,98,0
Chandler Zavala,144009,G,CAR,5,100.0,0,5,58.8,79.3,62.2,0,1,46,100.0,100.0,98.9,2,1,0,98,0,91,0,98,49,49,0,0,49,7
Dallas Goedert,47272,TE,PHI,5,41.8,0,24,65.4,30.7,42.7,0,0,1,0.8,0.7,100.0,1,0,0,97,0,0,0,232,1,136,0,0,96,126
Malik Willis,60341,QB,GB,4,60.2,0,12,77.4,,60.0,0,0,0,0.0,0.0,,2,0,0,97,0,0,0,161,0,56,0,0,97,0
Ja'Tavion Sanders,144717,TE,CAR,8,36.9,0,5,48.3,53.4,56.9,0,0,16,9.3,9.4,93.7,3,1,1,96,0,0,0,260,17,181,0,0,79,143
Noah Brown,11993,WR,WAS,6,39.4,0,32,66.6,,50.3,0,0,0,0.0,0.0,,0,0,0,95,0,0,0,241,0,146,0,0,95,0
Dyami Brown,77986,WR,WAS,8,44.6,0,32,66.7,,66.3,0,0,0,0.0,0.0,,2,0,0,95,0,0,0,213,0,118,0,0,95,0
Tyler Boyd,10689,WR,TEN,7,31.3,0,31,58.0,30.4,39.8,0,1,3,1.6,1.4,50.0,0,2,1,94,0,0,0,300,3,209,0,0,91,0
Harrison Bryant,26394,TE,LV,7,62.7,0,23,60.3,37.6,54.6,0,3,17,23.9,26.3,91.2,0,3,0,94,0,0,1,150,20,76,0,0,74,107
Mike Evans,8642,WR,TB,7,31.0,0,30,74.9,,79.5,0,0,0,0.0,0.0,,0,0,0,93,0,0,0,300,0,207,0,0,93,0
Luke McCaffrey,101634,WR,WAS,8,38.3,0,32,57.2,65.8,39.4,0,0,1,0.7,0.7,100.0,0,0,0,93,0,0,0,243,1,151,0,0,92,0
Josh Downs,122832,WR,IND,6,36.2,0,14,81.7,,65.7,0,0,0,0.0,0.0,,2,0,0,92,0,0,0,254,0,162,0,0,92,0
Jonathan Mingo,97774,WR,CAR,8,32.6,0,5,47.1,,53.8,0,0,0,0.0,0.0,,0,0,0,92,0,0,0,282,0,188,0,0,92,0
Keenan Allen,7857,WR,CHI,5,36.4,0,6,63.6,56.8,46.1,0,0,0,0.0,0.6,,0,0,0,92,0,0,0,253,1,162,0,0,91,0
Tim Patrick,12087,WR,DET,6,49.7,0,11,65.4,67.3,47.4,0,0,2,2.2,2.1,100.0,0,0,0,92,0,0,0,185,2,95,0,0,90,0
Jordan Whittington,97623,WR,LA,6,47.6,0,26,76.7,78.9,69.2,0,0,5,5.0,5.7,100.0,0,0,0,91,0,0,0,191,6,105,0,0,85,3
Joshua Palmer,62979,WR,LAC,6,35.6,1,27,62.4,,57.9,0,0,0,0.0,0.0,,2,0,0,90,0,0,0,253,0,163,0,0,90,1
Chigoziem Okonkwo,84000,TE,TEN,7,34.9,0,31,50.2,69.6,48.7,0,0,7,4.4,4.6,100.0,3,0,0,89,0,0,0,255,8,174,0,0,81,118
Will Levis,83542,QB,TEN,5,35.2,0,31,44.9,,60.0,0,0,0,0.0,0.0,,1,0,0,89,0,0,0,253,0,160,0,0,89,0
Noah Fant,42388,TE,SEA,8,25.9,0,29,62.8,49.6,44.6,0,2,16,6.6,5.9,93.7,0,2,0,89,0,0,0,343,16,270,0,0,73,134
Nick Harris,46752,C,CLV,5,97.8,0,8,49.7,63.9,48.3,0,2,54,96.4,96.7,98.1,1,2,0,88,78,0,0,90,58,60,0,0,30,0
Demario Douglas,104155,WR,NE,8,29.7,0,19,68.3,,56.0,0,0,0,0.0,0.0,,1,0,0,88,0,0,0,296,0,207,0,0,88,0
Tommy Tremble,84025,TE,CAR,5,43.5,0,5,46.2,28.8,53.8,0,1,8,7.0,6.6,93.7,0,1,0,87,0,0,1,200,8,121,0,0,79,136
Eric Tomlinson,9786,TE,LAC,7,79.6,0,27,37.0,77.0,54.9,0,0,10,31.3,31.3,100.0,2,0,0,86,0,0,0,108,10,32,0,3,76,98
Hunter Long,60859,TE,LA,7,73.9,0,26,67.9,62.6,66.9,0,0,12,30.0,30.2,100.0,2,0,0,85,0,0,0,115,13,43,0,0,72,101
Mason Rudolph,46569,QB,TEN,3,41.9,0,31,54.5,,60.7,0,0,0,0.0,0.0,,0,0,0,85,0,0,0,203,0,113,0,0,85,0
Justice Hill,45865,HB,BLT,8,33.7,0,3,74.3,51.0,52.2,0,5,45,27.3,25.1,90.0,1,7,2,85,0,0,0,252,46,183,0,0,39,2
K.J. Osborn,23503,WR,NE,6,42.1,0,19,56.4,,65.9,0,0,0,0.0,0.0,,1,0,0,85,0,0,0,202,0,117,0,0,85,4
Tyler Huntley,46448,QB,MIA,3,45.7,0,17,62.3,,60.0,0,0,0,0.0,0.0,,2,0,0,84,0,0,0,184,0,91,0,0,84,0
Tank Dell,78874,WR,HST,7,25.4,0,13,65.5,,50.6,0,0,0,0.0,0.0,,1,0,0,84,0,0,0,331,0,241,0,0,84,0
Zach Thomas,43641,T,NE,6,100.0,0,19,61.3,56.4,61.5,0,2,53,100.0,100.0,94.3,0,4,2,84,0,21,55,84,55,55,0,0,29,8
MyCole Pruitt,9576,TE,PIT,4,74.1,0,25,51.7,80.6,53.7,0,0,11,31.4,29.3,100.0,0,0,0,83,0,0,0,112,12,41,0,0,71,94
Davante Adams,8688,WR,NYJ,5,28.5,0,22,60.1,,30.9,0,0,0,0.0,0.0,,0,0,0,83,0,0,0,291,0,208,0,0,83,0
Quentin Johnston,123085,WR,LAC,5,41.9,0,27,70.8,,57.8,0,0,0,0.0,0.0,,1,0,0,83,0,0,0,198,0,112,0,0,83,0
Cedrick Wilson Jr.,48170,WR,NO,7,47.2,0,20,59.1,74.3,40.8,0,0,2,2.2,2.1,100.0,0,0,0,83,0,0,0,176,2,95,0,0,81,0
Bo Melton,61610,WR,GB,8,64.8,0,12,65.8,,58.3,0,0,0,0.0,0.0,,2,0,0,83,0,0,0,128,0,40,0,0,83,2
Jake Hanson,28148,G,NYJ,2,100.0,0,22,75.3,47.2,81.2,1,0,44,100.0,100.0,96.6,0,2,1,82,0,0,0,82,49,49,82,0,33,0
Payne Durham,84037,TE,TB,7,77.4,0,30,50.1,79.7,56.4,0,0,9,27.3,31.4,100.0,1,0,0,82,0,0,0,106,11,35,0,0,71,86
Jauan Jennings,48027,WR,SF,6,34.3,0,28,82.6,,62.7,0,0,0,0.0,0.0,,2,0,0,82,0,0,0,239,0,157,0,0,82,0
Chris Conley,9509,WR,SF,7,49.1,0,28,50.9,66.8,69.8,0,0,1,1.3,1.2,100.0,1,0,0,81,0,0,0,165,1,85,0,0,80,1
Cedric Tillman,84434,WR,CLV,8,31.8,2,8,57.6,63.6,30.6,0,1,4,2.5,2.3,87.5,2,1,0,81,0,0,0,255,4,177,0,0,77,0
Tutu Atwell,77965,WR,LA,7,34.9,0,26,72.8,,57.4,0,0,0,0.0,0.0,,1,0,0,80,0,0,0,229,0,147,0,0,80,0
Jake Ferguson,61081,TE,DAL,6,27.8,0,9,57.9,29.9,56.2,0,0,7,3.5,4.1,100.0,2,0,0,80,0,0,0,288,9,217,0,0,71,119
Kayshon Boutte,124087,WR,NE,6,33.9,0,19,62.3,,47.8,0,0,0,0.0,0.0,,0,0,0,79,0,0,0,233,0,154,0,0,79,0
Kyren Williams,97118,HB,LA,7,20.2,0,26,66.8,52.6,58.0,0,6,60,26.8,28.0,95.0,0,6,0,79,0,0,0,392,67,239,0,0,12,0
Xavier Worthy,144718,WR,KC,7,26.8,0,16,64.9,,63.1,0,0,0,0.0,0.0,,0,0,0,79,0,0,0,295,0,211,0,0,79,0
Jalen Nailor,84292,WR,MIN,7,31.2,1,18,68.0,,67.9,0,0,0,0.0,0.0,,2,0,0,78,0,0,0,250,0,170,0,0,78,0
Marcedes Lewis,2973,TE,CHI,7,77.8,0,6,51.2,78.8,62.6,0,0,8,27.6,31.3,100.0,2,0,0,77,0,0,0,99,10,32,0,0,67,93
Jalen McMillan,131905,WR,TB,6,30.1,0,30,49.6,,32.7,0,0,0,0.0,0.0,,1,0,0,77,0,0,0,256,0,177,0,0,77,0
Connor Heyward,57301,TE,PIT,8,70.6,0,25,56.0,83.3,52.9,0,0,9,23.7,23.8,100.0,3,0,0,77,0,0,0,109,10,42,0,0,67,32
Robert Hainsey,59980,C,TB,2,100.0,0,30,69.2,81.0,70.5,0,0,41,100.0,100.0,100.0,1,0,0,77,76,0,0,77,45,45,0,0,32,1
DJ Turner,47663,WR,LV,8,30.9,0,23,56.5,69.0,46.7,0,0,0,0.0,0.6,,1,0,0,76,0,0,0,246,1,166,0,0,75,0
Geoff Swaim,9679,TE,CLV,6,64.4,0,8,47.1,63.4,52.7,0,2,26,40.0,40.0,96.2,1,2,0,76,0,0,0,118,28,70,0,1,48,98
Jordan Addison,123000,WR,MIN,5,32.3,0,18,65.2,,55.1,0,0,0,0.0,0.0,,2,0,0,76,0,0,0,235,0,158,0,0,76,1
Isaiah Adams,158192,G,ARZ,4,100.0,0,1,67.1,45.3,71.3,0,5,43,100.0,100.0,94.2,0,5,0,75,0,18,0,75,45,45,57,0,30,0
Shane Lemieux,28149,C,NO,1,100.0,0,20,52.4,31.5,57.2,0,3,39,100.0,100.0,96.2,0,3,0,74,74,0,0,74,42,42,0,0,32,0
Nick Westbrook-Ikhine,47861,WR,TEN,7,43.2,0,31,62.3,73.9,61.8,0,0,1,1.1,2.0,100.0,0,0,0,73,0,0,0,169,2,98,0,0,71,0
Chris Hubbard,8051,T,NYG,1,100.0,0,21,41.4,9.3,91.0,6,5,43,100.0,100.0,84.9,1,12,1,72,0,1,70,72,47,47,0,0,25,1
Pharaoh Brown,12247,TE,SEA,6,66.1,0,29,44.1,43.1,52.8,1,0,13,27.1,28.8,96.2,3,1,0,72,0,0,0,109,15,52,0,1,57,91
Jarrett Patterson,81775,C,HST,2,100.0,0,13,65.3,69.8,62.5,0,2,45,100.0,100.0,97.8,0,2,0,72,62,10,0,72,46,46,0,0,26,0
Kendall Lamm,10017,T,MIA,3,100.0,0,17,78.0,86.2,65.8,1,1,49,100.0,100.0,98.0,0,2,0,72,0,0,70,72,52,52,0,1,20,0
David Njoku,11784,TE,CLV,5,32.3,0,8,71.4,73.4,65.1,0,0,6,4.1,3.8,100.0,1,0,0,72,0,0,0,223,6,157,0,0,66,139
Tyler Lockett,9502,WR,SEA,8,19.0,0,29,72.6,,58.0,0,0,0,0.0,0.0,,1,0,0,72,0,0,0,379,0,307,0,0,72,0
Tua Tagovailoa,60326,QB,MIA,3,37.5,1,17,66.9,,60.0,0,0,0,0.0,0.0,,1,0,0,72,0,0,0,192,0,118,0,0,72,0
Gerald Everett,11799,TE,CHI,7,41.8,0,6,46.2,68.1,53.5,0,1,8,8.1,8.3,93.7,0,1,0,71,0,0,0,170,9,108,0,0,62,78
Scott Miller,47481,WR,PIT,8,58.2,0,25,61.3,,59.8,0,0,0,0.0,0.0,,0,0,0,71,0,0,0,122,0,51,0,0,71,0
Kylen Granson,40630,TE,IND,8,40.8,0,14,47.0,75.8,59.8,0,0,4,3.9,3.7,100.0,0,0,0,71,0,0,0,174,4,107,0,0,67,92
Nico Collins,61441,WR,HST,5,29.3,0,13,92.1,62.4,52.2,0,0,1,0.6,0.6,100.0,2,0,0,71,0,0,0,242,1,172,0,0,70,0
Caedan Wallace,98427,T,NE,4,100.0,3,19,55.1,48.6,62.9,1,1,27,100.0,100.0,92.6,4,3,1,70,0,0,40,70,31,31,0,0,39,30
Luke Schoonmaker,84005,TE,DAL,7,52.2,0,9,56.2,39.1,52.2,0,1,7,10.6,9.9,92.9,0,1,0,70,0,0,1,134,7,71,0,0,63,88
Jake Bobo,77997,WR,SEA,8,43.2,0,29,58.4,65.7,60.0,0,0,1,1.2,1.1,100.0,1,0,0,70,0,0,0,162,1,93,0,0,69,3
C.J. Ham,11347,FB,MIN,7,69.7,0,18,61.2,78.2,73.5,0,1,21,45.7,44.0,97.6,0,1,0,69,0,0,0,99,22,50,0,0,47,17
DeAndre Hopkins,7808,WR,KC,7,34.5,0,16,69.5,,61.9,0,0,0,0.0,0.0,,0,0,0,69,0,0,0,200,0,131,0,0,69,0
Olisaemeka Udoh,28394,T,NO,4,100.0,0,20,50.2,0.7,63.5,2,2,27,100.0,100.0,92.6,0,4,0,69,0,52,0,69,28,28,7,6,41,4
Jared Wiley,98508,TE,KC,7,72.3,1,16,51.5,71.0,62.4,0,0,2,7.4,7.1,100.0,1,0,0,68,0,0,0,94,2,28,0,0,66,67
Saquon Barkley,45791,HB,PHI,7,19.4,0,24,81.0,70.8,60.9,0,1,26,15.1,15.3,90.4,0,3,2,68,0,0,0,350,27,177,0,0,41,0
Greg Dortch,42237,WR,ARZ,8,27.9,0,1,62.8,,64.0,0,0,0,0.0,0.0,,0,0,0,68,0,0,0,244,0,175,0,0,68,0
Devin Singletary,40485,HB,NYG,6,29.1,0,21,61.8,71.9,57.8,0,2,46,33.3,33.3,95.7,0,3,1,67,0,0,0,230,49,147,0,0,18,0
Marquez Valdes-Scantling,47809,WR,NO,6,47.1,0,20,54.6,,68.1,0,0,0,0.0,0.0,,0,0,0,66,0,0,0,140,0,74,0,0,66,5
Khalil Shakir,84140,WR,BUF,7,27.4,0,4,75.8,61.6,47.6,0,0,1,0.6,0.6,100.0,1,0,0,66,0,0,0,241,1,175,0,0,65,1
Zach Charbonnet,97630,HB,SEA,8,23.0,0,29,67.9,65.4,65.4,0,3,44,23.2,25.2,96.6,0,3,0,65,0,0,0,283,53,210,0,0,12,5
Joe Flacco,4332,QB,IND,4,33.5,0,14,71.2,,60.0,0,0,0,0.0,0.0,,0,0,0,65,0,0,0,194,0,126,0,0,65,0
Ben Sims,77918,TE,GB,8,65.7,0,12,63.5,66.3,56.6,0,0,1,2.9,2.9,100.0,0,0,0,65,0,0,0,99,1,35,0,0,64,81
Treylon Burks,99218,WR,TEN,5,43.5,0,31,52.2,,39.8,0,0,0,0.0,0.0,,0,0,0,64,0,0,0,147,0,81,0,0,64,0
Brandin Cooks,8655,WR,DAL,4,29.0,1,9,55.5,,46.6,0,0,0,0.0,0.0,,1,0,0,63,0,0,0,217,0,152,0,0,63,1
Ashton Dulin,91479,WR,IND,8,56.8,0,14,61.3,70.4,53.8,0,0,2,4.4,4.2,100.0,1,0,0,63,0,0,0,111,2,48,0,0,61,14
Hunter Luepke,91319,FB,DAL,7,39.6,0,9,58.4,63.5,50.6,0,0,22,21.0,20.9,95.5,1,1,1,63,0,0,0,159,24,115,0,0,39,29
Kyle Hinton,83163,G,ATL,3,100.0,0,2,55.5,32.1,68.3,2,1,32,100.0,100.0,95.3,1,3,0,63,0,38,0,63,34,34,25,0,29,0
Bijan Robinson,123126,HB,ATL,8,17.0,0,2,90.8,51.3,88.8,1,3,50,22.6,22.4,96.0,1,4,0,63,0,0,0,371,55,245,0,0,8,0
Tee Higgins,61211,WR,CIN,5,26.7,0,7,85.3,,60.6,0,0,0,0.0,0.0,,1,0,0,63,0,0,0,236,0,173,0,0,63,0
Patrick Paul,101019,T,MIA,3,100.0,0,17,54.6,63.7,45.6,1,1,28,100.0,100.0,92.9,0,3,1,62,0,0,61,62,33,33,0,0,29,0
Mike Williams,11762,WR,NYJ,8,23.8,0,22,57.6,,52.6,0,0,0,0.0,0.0,,0,0,0,62,0,0,0,260,0,198,0,0,62,1
Zack Moss,40341,HB,CIN,8,20.9,0,7,60.9,50.6,60.0,1,2,48,23.6,24.1,92.7,0,5,2,62,0,0,0,297,51,212,0,0,11,8
Jalin Hyatt,124282,WR,NYG,7,37.6,0,21,45.9,,57.0,0,0,0,0.0,0.0,,0,0,0,62,0,0,0,165,0,103,0,0,62,0
Trent Sherfield,48021,WR,MIN,7,72.1,0,18,68.6,65.7,55.6,0,0,1,4.2,4.0,100.0,0,0,0,62,0,0,0,86,1,25,0,0,61,1
Luke Musgrave,98499,TE,GB,4,56.5,0,12,47.0,22.5,51.6,0,1,3,6.3,6.0,83.3,0,1,0,61,0,0,0,108,3,50,0,0,58,77
Russell Wilson,7077,QB,PIT,2,45.9,0,25,65.7,,60.0,0,0,0,0.0,0.0,,0,0,0,61,0,0,0,133,0,68,0,0,61,0
J.K. Dobbins,57366,HB,LAC,7,21.0,0,27,63.7,62.9,59.4,1,3,46,29.5,29.3,93.5,0,5,1,61,0,0,0,291,49,167,0,0,12,1
Joshua Ezeudu,77355,T,NYG,3,100.0,0,21,59.6,65.6,49.3,0,1,39,100.0,100.0,93.6,0,3,2,61,0,0,58,61,43,43,0,0,18,3
Olamide Zaccheaus,44920,WR,WAS,8,33.0,0,32,67.9,,57.6,0,0,0,0.0,0.0,,2,0,0,61,0,0,0,185,0,124,0,0,61,0
Sterling Shepard,10674,WR,TB,6,26.1,0,30,56.2,62.3,64.3,0,0,1,0.6,0.6,100.0,3,0,0,60,0,0,0,230,1,168,0,0,59,1
JuJu Smith-Schuster,11817,WR,KC,6,37.3,1,16,61.4,64.9,38.5,0,0,1,1.1,1.0,100.0,1,0,0,60,0,0,0,161,1,102,0,0,59,3
Jordan Akins,47050,TE,CLV,8,28.2,0,8,65.9,67.8,50.3,0,0,9,6.1,5.7,100.0,0,0,0,59,0,0,0,209,9,159,0,0,50,123
Breece Hall,97636,HB,NYJ,8,15.2,0,22,58.4,60.7,76.3,0,6,50,19.8,18.9,92.0,2,7,1,59,0,0,0,387,50,265,0,0,9,6
Javonte Williams,77803,HB,DEN,8,19.0,0,10,62.4,65.3,38.7,1,4,46,24.6,24.3,94.6,1,5,0,58,0,0,0,305,49,202,0,0,9,2
Daniel Bellinger,84041,TE,NYG,8,61.7,0,21,64.8,72.5,66.8,0,0,2,5.9,7.7,100.0,2,0,0,58,0,0,0,94,3,39,0,0,55,50
Hayden Hurst,47294,TE,LAC,5,39.2,0,27,38.2,,30.9,0,0,0,0.0,0.0,,1,0,0,56,0,0,0,143,0,87,0,0,56,60
Jalen Brooks,111284,WR,DAL,7,29.6,0,9,54.7,,45.8,0,0,0,0.0,0.0,,0,0,0,56,0,0,0,189,0,133,0,0,56,0
Evan Engram,11778,TE,JAX,4,36.1,0,15,73.8,82.6,68.3,0,0,7,6.9,6.6,100.0,0,0,0,56,0,0,1,155,7,106,0,0,49,73
Sam Mustipher,13026,G,LAC,1,100.0,1,27,37.1,21.5,51.6,0,3,29,100.0,100.0,94.8,3,3,0,56,0,0,0,56,31,31,56,0,25,0
Johnny Wilson,76366,WR,PHI,7,52.4,0,24,45.4,82.4,29.5,0,0,2,4.0,3.8,100.0,2,0,0,55,0,0,0,105,2,52,0,0,53,6
Jonnu Smith,11855,TE,MIA,7,26.3,2,17,68.9,62.0,45.9,1,1,14,8.8,8.9,92.9,3,2,0,55,0,0,0,209,15,168,0,0,40,53
Troy Fautanu,100521,T,PIT,1,100.0,0,25,64.4,69.3,59.3,1,1,23,100.0,100.0,95.7,0,2,0,55,0,0,0,55,29,29,0,55,26,0
Rashee Rice,97605,WR,KC,4,35.5,1,16,85.1,,43.7,0,0,0,0.0,0.0,,1,0,0,55,0,0,0,155,0,99,0,0,55,1
Mason Tipton,109617,WR,NO,8,22.8,0,20,50.1,,67.6,0,0,0,0.0,0.0,,1,0,0,55,0,0,0,241,0,186,0,0,55,0
Jackson Barton,46978,T,ARZ,2,100.0,0,1,52.5,46.2,54.2,1,1,26,100.0,100.0,96.2,0,2,0,54,0,0,6,54,31,31,0,48,23,0
James Conner,11860,HB,ARZ,8,16.7,0,1,79.9,66.2,63.6,0,3,33,20.2,21.2,95.5,0,3,0,54,0,0,0,323,36,170,0,0,18,0
Kiran Amegadjie,151121,T,CHI,3,100.0,1,6,49.8,44.7,59.6,0,4,24,100.0,100.0,91.7,1,4,0,54,0,0,51,54,27,27,0,0,27,3
Derrick Henry,10679,HB,BLT,8,18.5,0,3,91.8,90.2,58.7,0,0,22,21.0,19.6,100.0,2,0,0,54,0,0,0,292,22,112,0,0,32,2
Austin Ekeler,12164,HB,WAS,7,24.4,0,32,59.7,21.8,56.5,0,3,25,17.1,18.6,86.0,0,5,2,54,0,0,0,221,29,156,0,0,25,1
Robert Woods,7822,WR,HST,6,42.2,0,13,59.0,67.4,82.1,0,0,1,1.4,1.3,100.0,0,0,0,54,0,0,0,128,1,75,0,0,53,0
